holding_company,unit_count_res,unit_count_bus
Roanoke Electric Membership Corp.,1255,249
Peoples State Bank,5530,5530
VEOpoint,3189,3189
Connection Concepts LLC,18216,18125
Connection Concepts LLC,7530,7530
W S Electronics LLC,5708,5708
"WiFires Communications, LLC",393,393
"WiFires Communications, LLC",6323,6129
"WiFires Communications, LLC",15927,15716
WiSpan Internet LLC,12882,12882
"Zion Broadband, Inc.",9195,9160
"Ayera Technologies, Inc.",222312,222312
"Xbar7 Communications, inc",111,111
"Xbar7 Communications, inc",874,874
"Net Ops Communications, LLC",144,143
"Net Ops Communications, LLC",105871,105871
Valley Internet,16504,16510
Valley Internet,0,5
SkyRider Communications LLC,1800,5113
SkyRider Communications LLC,0,48684
"Xiber, LLC",300,181
"Xiber, LLC",52472,17586
"Xiber, LLC",230,323
"MidwayNet, LLC",10936,10732
"MidwayNet, LLC",10,10
A&A Communications LLC,1022,1022
Acadiana Broadband,16101,16101
Air Bridge Broadband LLC,17207,17207
Air Bridge Broadband LLC,64228,40132
"Applied Technology Group, Inc.",279355,279355
"Bluegrass Fiber, LLC",24499,24499
Central Virginia Electric Cooperative,71773,71773
City of Mont Belvieu,3790,3790
"Crazy Communications, LLC",203,1
"Crazy Communications, LLC",14255,1454
"Eastern Carolina Broadband, LLC",4430,1938
Gibson Electric Membership Corporation,36155,36155
"Great Lakes Energy Connections, Inc.",60258,60258
"Hawk Networks, Inc.",91,0
"Hawk Networks, Inc.",68607,65831
Holston Electric Cooperative,30662,30662
Indianola Municipal Utilities,7144,7144
ShastaBeam,25998,25998
ShastaBeam,50172,50172
IT Works LLC,5357,0
Kit Carson Electric Cooperative Inc.,24356,4926
Krms Products LLC,13847,13847
"Lightwave Communications, LLC",489,489
"Lightwave Communications, LLC",1284,995
Locality Networks Inc.,626,80
Logonix Corporation,5638,5638
Logonix Corporation,20402,20402
"Michwave Technologies, Inc.",518,518
"Michwave Technologies, Inc.",51820,51366
"Michwave Technologies, Inc.",12150,12132
"MINetworks, Inc.",1686,57
Fiberwave,936,776
"PD Fiber, LLC",10983,10983
Premier Holdings LLC,2574,2574
Premier Holdings LLC,4256,4250
Premier Holdings LLC,2812,2747
Premier Holdings LLC,2945,2939
Project A Inc.,94718,94718
SEMO Electric Cooperative,23283,23283
"Shawn Barker Construction, Inc.",16667,2048
"Sierra Nevada Communications, LLC",3875,270
"Sierra Nevada Communications, LLC",151,17
"Sierra Nevada Communications, LLC",141,5
South Central Arkansas Electric Cooperative,39464,39464
"Southeast MN Wifi, LLC",1153,1153
"Southeast MN Wifi, LLC",48987,48987
"Starry, Inc.",27623,0
"Starry, Inc.",2800267,0
"Strada Communications, LLC",7299,7299
SWIFT Services LLC,2891,2891
Taylor Electric Cooperative,3988,42
Tennessee Independent Telecom Group LLC,0,61
"The Butler Rural Electric Cooperative Association, Inc.",17117,17117
"The Butler Rural Electric Cooperative Association, Inc.",17092,17092
"The Butler Rural Electric Cooperative Association, Inc.",29096,29096
"Tombigbee Electric Cooperative, Inc.",57664,57664
Tri-County Electric Cooperative,31467,31467
Tri-County Electric Membership Corporation,33937,33937
"Egyptian Communication Services, Inc.",174,174
"Egyptian Communication Services, Inc.",1278,1278
"American Georgetown, Inc.",522,522
Barger Creek LLC,1,3
Barger Creek LLC,3288,242
Wireless Broadband Solutions Inc.,828,141
DM Wireless LLC,7794,7794
DM Wireless LLC,897359,897359
"yondoo Broadband, LLC",4561,4561
"yondoo Broadband, LLC",3344,3344
"Planet Networks, Inc.",74680,74680
"Southern Fiber Worx, LLC",5577,5577
"Mansfield Community Fiber, Inc.",1788,1788
ZiTEL LLC,21143,21143
Advantage Communications,1581,1581
Big Red Communications,35805,35712
Big Red Communications,131,131
"Carbon Valley Internet, LLC",874,874
"Carbon Valley Internet, LLC",34,34
Chisholm Broadband,85,85
Chisholm Broadband,62801,62326
Chisholm Broadband,26305,26307
"City of Bardstown, KY",21100,21100
"City of Bardstown, KY",7502,7502
"City of Marshall, Michigan",3557,3557
Countrymen Communications Inc.,646,646
Faster Cajun LLC,173,173
Faster Cajun LLC,1191,1139
Faster Cajun LLC,10892,10885
"Fiber Wave, LLC",2831,2823
Great Lakes High Speed LLC,634,579
Great Lakes High Speed LLC,7242,7225
HDER Link Ltd.,1360,1360
HDER Link Ltd.,73372,73372
"Heritage Broadband, LLC",926,926
"Heritage Broadband, LLC",46921,46921
"Horton's TV & Electronics, Inc.",8844,8844
"Hudson Technology Solutions, Inc.",21308,21308
JackRabbit Wireless LLC,25302,25302
Jackson Electric Cooperative,5401,977
Jackson Electric Cooperative,9199,2308
"Kayenta Technologies, LLC",42237,42237
"Kentucky Wireless, LLC",12316,12316
"Lockridge Networks, LLC",413,413
"Lockridge Networks, LLC",23339,23272
"Lockridge Networks, LLC",1094,1094
Outernet Broadband LLC,4,4
Outernet Broadband LLC,5855,5855
Pathfinder LLC,677,677
Pathfinder LLC,13237,13237
Pathfinder LLC,5393,5393
Pathfinder LLC,11696,11696
Pear Networks LLC,1637,1637
"Salsgiver, Inc.",28215,28215
"SML Wireless, Inc.",3414,3414
"SVE Connect, LLC",14431,14431
"Ting Fiber, Inc.",200029,200029
Tipmont Rural Electric Membership Corporation,18451,18451
TREPIC Networks LLC,101,101
TREPIC Networks LLC,164639,164639
"Trinity Communications, LLC",44,44
"Trinity Communications, LLC",7957,2014
"Unlimited Net Partners, LLC",591,586
"WideOpen Networks, Inc.",1568,1568
Willard Communications LLC,642,642
"WON Communications, LLC",22324,22324
"Forked Deer Electric Cooperative, Inc.",9872,9872
Johnson City Energy Authority,59506,59506
Mecklenburg Electric Cooperative,1390,1390
Mecklenburg Electric Cooperative,26847,26847
Newport Utilities,21858,21858
"Otsego Electric Cooperative, Inc.",7277,7277
Oklahoma Electric Cooperative,110908,110908
Orange County REMC,24113,24113
Orange County REMC,9780,9780
Simple Fiber Communications LLC,1264,1264
Simple Fiber Communications LLC,0,98391
Simple Fiber Communications LLC,0,67089
South Central Indiana Rural Electric Membership Corporation,30442,398
"Wtechlink, Inc.",13219,13219
"Wtechlink, Inc.",13048,13048
US Internet Corp.,183759,183759
US Internet Corp.,4159,4159
Western Iowa Wireless,57,57
Western Iowa Wireless,12946,12946
Tongue River Communications,1665,1665
"Alternative Choice Wireless, LLC",77,46
"Alternative Choice Wireless, LLC",109,196
Arkansas Valley Electric Cooperative Corporation,59384,11959
City of Fort Collins,45515,4698
Cosner-Neipp Corporation,1,3
Cosner-Neipp Corporation,4,32
Cosner-Neipp Corporation,17,9
Crowsnest Broadband LLC,13102,13102
Crowsnest Broadband LLC,55866,55866
DigitalC,540,0
DigitalC,1433,0
DigitalC,148670,0
Express WISP LLC,474,474
KGT LLC,27864,27826
KGT LLC,10247,10245
Luminate Fiber LLC,13689,13689
Luminate Fiber LLC,242,242
Martek Wireless LLC,649,649
Martek Wireless LLC,84,0
Martek Wireless LLC,234,0
Meeker Cooperative Light & Power Association,14442,3304
Meeker Cooperative Light & Power Association,12808,2616
Meriwether Lewis Electric Cooperative,35469,35469
North Coast Wireless Communications,3488,3488
North Coast Wireless Communications,9207,9207
North Coast Wireless Communications,23630,23630
"Optimus Communications, LLC",2345,895
"Optimus Communications, LLC",13590,3062
"Optimus Communications, LLC",72995,13819
"Ozborn Communications, LLC",1345,1191
"Ozborn Communications, LLC",43424,42165
"Reynolds Media, Inc.",666,26
Roseau Electric Cooperative,2643,2643
Rural Broadband Cooperative,4536,4536
Siyeh Communications,2334,2334
Siyeh Communications,751,751
Siyeh Communications,213,213
Siyeh Communications,2081,2081
Southern California Telephone Company Inc.,238629,238629
"Talkie Communications, Inc.",32828,32828
Tennessee Telecommunications Company,2861,2861
"Treehouse Broadband, LLC",2809,2808
"Treehouse Broadband, LLC",2006,2006
Vyve Broadband Investments (GTCR),645474,645474
Vyve Broadband Investments (GTCR),80066,80066
White Cloud Communications US LLC,6916,6916
White Cloud Communications US LLC,2256,708
White Cloud Communications US LLC,22608,22608
White Cloud Communications US LLC,6,0
Belhaven Cable TV Inc.,1113,1113
Canyon Wireless,3131,0
LAN Communications Corp.,0,3
LAN Communications Corp.,318,30
Ocracoke Cable TV LLC,1128,1128
318 HighSpeed LLC,7323,7323
Alpha Technologies Inc.,74,0
BerryComm LLC,4893,4893
"City of Sandy, Oregon",5592,6903
"City of Sandy, Oregon",228,25
"Compass Broadband Network, Inc.",71861,71861
"Double Dog Communications, Inc.",29902,29902
Eclipse Communications,12324,12324
Minnesota WiFi,38903,38903
Morgan Wireless LLC,37398,37398
Natural G.C. Inc.,27988,27988
Natural G.C. Inc.,426498,426498
Somerfield Cable TV,1067,1067
"ThinkBig Networks, LLC",13300,13300
LiveStream LLC,18082,14962
LiveStream LLC,3162,3162
"TurboNet Technologies, Inc.",584,584
"TurboNet Technologies, Inc.",396,396
Craighead Elecric Cooperative Corporation,37641,37641
Lakeland Internet,2836,2836
Lakeland Internet,39686,39929
Lakeland Internet,59957,59957
Satview Broadband Ltd.,2439,2439
"NETworx Broadband, Inc.",1815,1815
"Airwave Networks, LLC",207,207
"Airwave Networks, LLC",1127,1127
CNS Internet Services,40,40
CNS Internet Services,8056,8056
Graymont Cooperative Assn.,4830,4818
Mason County Public Utility District No. 3,6617,6617
"Optimal Home Solutions, LLC",46,8
"Skymesh, Inc.",5,29
"Skymesh, Inc.",28484,28484
Inyo Networks Inc.,7644,3267
LightSpeed Technologies LLC,512,512
LightSpeed Technologies LLC,68,68
"Tri-County Telephone Association, Inc. (KS)",8351,8351
Cloud 9 Wireless LLC,4706,4706
S. Bryer Cable TV Corporation,1560,1560
"Zeta Broadband, Inc.",0,141781
XAirnet Corp.,54138,54138
XAirnet Corp.,357193,357193
"Bluegrass Broadband, LLC",85,85
"SP Broadband, Inc.",2,2
"SP Broadband, Inc.",20675,20675
East Central Oklahoma Electric Cooperative,35933,35933
"City of Clarksville, Arkansas",4487,4487
"HiCountryNet, LLC",469,0
"HiCountryNet, LLC",5112,0
Red River Cellular Telephone Corporation,9654,9654
Inland Cellular Telephone Company,1436,285
Inland Cellular Telephone Company,6356,1568
Inland Cellular Telephone Company,4604,2776
Inland Cellular Telephone Company,16985,4206
AmigoNet,6710,6710
"Blue Sky Wireless, LLC",5580,277
Central Alabama Electric Cooperative,44823,44823
City of Anacortes,3027,3027
City of Loveland,41060,41060
"CopperNet Systems, Inc.",102,102
"CopperNet Systems, Inc.",1396,1396
"CopperNet Systems, Inc.",54,54
"CopperNet Systems, Inc.",136672,136672
"Critical Links, LLC",7708,7708
"Critical Links, LLC",105,105
"Cumberland Connect, LLC",96992,10853
Current Inc.,273,273
Current Inc.,3705,2706
"DSI Management Holdings, LLC",1264,1264
"DSI Management Holdings, LLC",20193,0
"DSI Management Holdings, LLC",4913,0
ENC Access Investments LLC,2164,447
ORI.NET LLC,2,2
ORI.NET LLC,4731,4731
ORI.NET LLC,0,1
"FIF AireBeam, LLC",14619,14619
"FIF AireBeam, LLC",73886,73886
Gateway Fiber Holdings LLC,105120,105120
"Hub66, Inc.",7390,7390
"Intellipop, LLC",0,8763
"Kentucky Fi, LLC",10961,10961
"KL Broadband, Inc.",598,598
"Little Miami Gig, LLC",8865,2177
"Lost Creek Wireless, LLC",2552,2552
MS Wifi Zone,436,436
MS Wifi Zone,57952,57952
"Nola Broadband, Inc.",55608,55608
Osnet Wireless Corp.,40660,41247
Patriot Cable System LLC,852,71
Patriot Cable System LLC,6,0
"Precision Technology, LLC",2842,2842
Prologic Technology Services LLC,7731,7731
Rocky Mountain Internet Inc.,22943,22943
"SkyNet360, LLC",52,52
"SkyNet360, LLC",123838,123765
"SkyNet360, LLC",5949,5949
Skypacket Networks Inc.,70263,9529
Skypacket Networks Inc.,138475,30178
Smyth Technology Group Inc.,7565,7565
Tallahatchie Valley Internet Services,28994,28994
"Taluslink, LLC",144,99
Town of Islesboro,872,65
Tri-County Rural Electric Cooperative,21793,21793
Foursight Communications LLC,49393,49393
Us New Era Internet Corp.,390,390
"Victoria Electric Cooperative, Inc.",9047,1890
"Victoria Electric Cooperative, Inc.",1804,196
Vinton Municipal Communications Utility,2422,2422
Wavelength LLC,18,18
Wavelength LLC,2711,2711
Wavelength LLC,5131,5131
Zero2 Wireless,4848,4759
Zero2 Wireless,6209,6189
"Zoom Telcom, LLC",7032,7032
Digital Technology Solutions Inc.,4414,4414
GoNetworkPR Inc.,263,263
GoNetworkPR Inc.,2567,2565
PowerNet Wireless,13473,13202
PowerNet Wireless,1161,1161
"Northwest Fiber, LLC",259928,259928
"Northwest Fiber, LLC",878534,878534
"Northwest Fiber, LLC",291525,291525
"Northwest Fiber, LLC",97158,97158
Central Connect LLC,88,7
Comptinet,1,0
Newaygo County Regional Educational Service Agency,498,498
Newaygo County Regional Educational Service Agency,5205,5205
Newaygo County Regional Educational Service Agency,2416,2416
"Craion, Inc.",40170,0
"Golden Belt Telephone Association, Inc",270,270
"Golden Belt Telephone Association, Inc",13487,13487
"Golden Belt Telephone Association, Inc",280,280
"Golden Belt Telephone Association, Inc",188,188
"Golden Belt Telephone Association, Inc",128,128
"Acrospire Networks, LLC",2770,2625
"Acrospire Networks, LLC",10442,9233
Atherton Fiber LLC,5314,560
Bayfield Wireless,25,5
Bayfield Wireless,10022,3600
"Beacon Broadband, Inc.",13949,3516
"Beacon Broadband, Inc.",821,111
"BlueNet Communications, LLC",347229,347229
Canebrake Connections LLC,383,68
Coast Electric Power Association,74828,74828
"Communications Unlimited, Inc.",0,14
"Satellite Center, LLC",5190,851
Delta Electric Power Association,21891,21891
East Mississippi Electric Power Association,38043,38043
"Everywhere Wireless, LLC",23331,23331
Alcorn County Electric Power Association,29564,29564
"Force Broadband, LLC",6271,6271
"Force Broadband, LLC",10958,9804
"Foster Communications, LLC",159,16
"Further Reach, Inc.",4022,4022
"Further Reach, Inc.",13772,13772
"Further Reach, Inc.",855,855
Hancock Telephone Company,390,93
"Helio Broadband, LLC",1374,1374
"HRcom, Inc.",0,75
"HRcom, Inc.",29711,29711
"Lynches River Communications, Inc.",23964,23964
"MCEC Fiber, Inc.",8884,8884
Milan Department of Public Utilities,2666,699
MORnet Communications,6072,0
"M-Pulse Fiber, LLC",13893,13893
Nexus Air Fiber LLC,15479,15479
Northern Broadband,10,10
Northern Broadband,3440,3440
North East Fiber LLC,29183,8224
PCs for People,2997,0
PCs for People,373587,0
Orange County Broadband Authority,11956,11956
Silver Rapid LLC,5187,5187
Skynet Wireless,47183,47183
Space Exploration Technologies Corp.,164313676,164313676
Stanfield Technologies LLC,12246,0
"STS Broadband, LLC",0,7
"STS Broadband, LLC",278,23
"Susquehanna Broadband, LLC",122,122
"Susquehanna Broadband, LLC",2268,2268
"Susquehanna Broadband, LLC",13471,13471
Tarin Strategies LLC,2905,0
"Texas Rural Internet, LLC",5490,3516
"TNT-WIFI, LLC",4409,4409
Tombigbee Electric Power Association,51939,13928
"Project A, Inc.",39101,39101
"U.S. Electric & Communications, LLC",108,108
VITALink LLC,9067,9067
"Z3N, LLC",1046,1046
"Z3N, LLC",598,598
"Z3N, LLC",1744,1744
"Zavala Communications, LLC",354,354
Centric Infrastructure Group LLC,23424,3057
"Clay County Connect, Inc.",11757,2761
"Conexon Connect, LLC",427361,427361
"Conexon Connect, LLC",1981,1981
"Epic Touch Co., Inc.",2348,2775
Fond du Lac Band of Lake Superior Chippewa,2256,2443
Hood River Electric Cooperative,3192,3192
Hood River Electric Cooperative,4014,4014
"Live Wire Networks, Inc.",418628,418628
South Georgia Governmental Services Authority,9961,0
South Georgia Governmental Services Authority,1843,3661
"United Electric Cooperative Services, Inc.",62562,62562
White Cloud Networks,1258,1258
White Cloud Networks,307854,307854
"Wisper ISP, Inc.",546,546
"Wisper ISP, Inc.",180564,180564
"Wisper ISP, Inc.",877833,877833
"Wisper ISP, Inc.",351318,351318
"Tier Two Communications, LLC",730,730
"CIBL, Inc.",196,196
Angeles Enterprises,44417,44417
Angeles Enterprises,38494,38494
ALE-NET Inc.,17155,17155
"D and B Broadband, LLC",102,102
"D and B Broadband, LLC",67,67
"InNet Connections, Inc.",485060,485060
"Jackson Broadband, Inc.",669,669
"Jackson Broadband, Inc.",309,309
Kennett Board of Public Works,5571,0
Lake Bruin Wireless LLC,2424,665
Rimrock Wireless,270,243
Rimrock Wireless,9510,9510
Speedy Net,48835,48835
TriTech Wireless LLC,175,45
TriTech Wireless LLC,145,28
"Wireless Partners Holdings, LLC",79871,10606
4NET Inc.,101472,101472
Dualnet Inc.,8427,8427
"Telespan, LLC",131178,130999
South East Wireless LLC,5928,5928
"WiFast, LLC",1783,1783
"WiFast, LLC",1867,1867
World Connections PR,73973,73973
G&B Networks Solutions Inc.,23391,23391
CDE Lightband,94509,94509
"First American Holdings, Inc.",1717,1717
"First American Holdings, Inc.",1124,1124
"First American Holdings, Inc.",3948,3948
"4-County Fiber, LLC",55856,55856
City of Hillsboro,11323,11287
City of Sallisaw,3108,585
Craig-Botetourt Electric Cooperative,1491,1491
"DE Fastlink, LLC",40873,40873
ElektraFi LLC,97672,97523
ElektraFi LLC,26223,26177
ElektraFi LLC,184300,184237
"ERC Broadband, LLC",773,3196
"Hoyos Consulting, LLC",5,436
"Hoyos Consulting, LLC",8979,90747
"MSEC Communications, LLC",45402,45402
"NexGen Integrated Communications, LLC",1195,562
"NexGen Integrated Communications, LLC",355,192
Northcentral Electric Cooperative,24726,24726
Senawave LLC,65,8
Senawave LLC,263570,264118
Senawave LLC,105450,251420
Tishomingo County Electric Power Association,14050,14050
"Tri-County Electric Cooperative, Inc.",24921,24921
Airwave Technologies LLC,3544,3544
Arizona Network LLC,23004,23004
"Bartlett Electric Cooperative, Inc.",6012,6012
"Bartlett Electric Cooperative, Inc.",1559,0
BDA Wireless LLC,20,20
"Board of Trustees, Northern Michigan University",26203,26203
Canadian Valley Electric Cooperative,30731,30731
Carolina Airlink LLC,3,1
Carolina Airlink LLC,660,105
Central Florida Broadband,159,0
Central Florida Broadband,5148,0
Choptank Electric Cooperative,15309,15309
"City of Waupaca, WI",11969,9381
Connecting Point Computer Center,0,5434
Connecting Point Computer Center,3396,3396
Cullman Electric Cooperative,38419,38419
Duke Broadband Inc.,1800,136
"Estherville Communications, LLC",3929,3929
Fusion Networks,210,210
Fusion Networks,979,979
GreatWave Communications,2756,2756
"Halls Quality Communications, LLC",362,111
Happy Cycling LLC,187,187
Happy Cycling LLC,3678,3678
Happy Cycling LLC,10905,10905
Hasser Enterprises LLC,0,25732
Horizon Broadband LLC.,11891,11891
"IP Solutions, Inc.",0,1
"IP Solutions, Inc.",381059,381059
"Juvilex Communications, LLC",4,4
Long Range Network,3401,3401
Long Range Network,1774,1774
Lyme Fiber LLC,1039,1039
Mifflin County Wireless,496,496
Mifflin County Wireless,6296,6097
Mifflin County Wireless,14693,14694
"Mobile Communication Service, Inc.",599,599
Mobile Communications LLC,4223,4223
Mobile Communications LLC,9629,9494
Mobile Communications LLC,1687,1687
Natchez Trace Electric Power Association,16570,16570
New Hampton Municipal Utilities,1821,1821
"Nikola Engineering, Inc.",178,178
"Nikola Engineering, Inc.",15075,15075
Om Networks,152,152
Om Networks,1156,1156
Ouachita Electric Cooperative/South Arkansas Telephone Company,8340,8340
Ridge Tower Network LLC,24,24
Ridge Tower Network LLC,17441,17441
Silo Communications,1362,1359
Silo Communications,649,632
Sky Fi Inc.,1743,1743
"Sprocket Networks, Inc.",272,31
"Sprocket Networks, Inc.",2048,1555
Streamline LLC,9417,9417
"SysTec Wireless Communications, LLC",6365,6365
Ts Network,58026,58026
"Vicinity Solutions, Inc.",334,0
Direct Management Company,5159,5094
Direct Management Company,7878,7878
Direct Management Company,33177,120089
Boot State Technologies,4303,4284
Boot State Technologies,7901,7901
FIF Utah LLC,6432,6432
FIF Utah LLC,327311,325466
FIF Utah LLC,77250,77108
iWi Communications,65,0
Quad State Internet LLC,3307,3307
"Simple Fiber, LLC",801,760
East Central Vermont Telecommunications District,30531,30531
MHG Telco LLC,13186,13186
"Dialog Telecom, LLC",0,327
"Dialog Telecom, LLC",981,6726
"Dialog Telecom, LLC",91992,91992
Tel-Star Communications of Florida Inc.,3047,0
Federated Telephone Cooperative,11434,11471
"9Stone, LLC",11,11
"9Stone, LLC",4720,4397
"Altitude ISP, LLC",10535,10240
"Altitude ISP, LLC",4823,4783
Ayva Limited,25,25
Ayva Limited,60405,60405
"Camellia City Fiber, LLC",1926,2134
Central Rural Electric Cooperative,24953,24953
"City of Buffalo, Minnesota",2312,2312
"City of Pella, Iowa",4905,4905
"Clear Creek Broadband, LLC",169,0
"Clear Creek Broadband, LLC",2287,3
"CMA Wireless, LLC",873,681
"CMA Wireless, LLC",571,571
CMW Wireless,332,332
Cookson Hills Electric Cooperative,20166,20166
"Costnet, Inc.",51868,51868
"Costnet, Inc.",199779,199779
Designs For Learning,263,66
"Eminent Technical Solutions, LLC",642,642
"Eminent Technical Solutions, LLC",17128,13992
"Fast Wireless, LLC",3680,3680
"Fiber Broadband, Inc.",294,294
"FiberFly, LLC",21510,21510
"Free Range Internet, LLC",0,538
"Free Range Internet, LLC",2354,2355
Gascosage Electric Cooperative,4569,4569
"Guadalupe Valley Electric Cooperative, Inc.",41845,41845
"Guadalupe Valley Electric Cooperative, Inc.",37945,37945
"Guadalupe Valley Electric Cooperative, Inc.",98102,98102
"Guadalupe Valley Electric Cooperative, Inc.",142438,142438
"IFN, LLC",831,831
Johnson County Rural Electric Membership Cooperative,18508,18508
JR Network PR LLC,8222,8222
Kosciusko Rural Electric Membership Cooperative ,19580,19580
"LaZerArt, Inc.",73,4
"LaZerArt, Inc.",163,33
LitFiber,2696,2696
Loop Internet Holdco LLC,32989,32989
Lumbee River Electric Membership Corporation,22679,22679
Nates Access LLC,7383,5326
Navasota WiFi,1,29
Navasota WiFi,3,26
NEK Community Broadband,7951,7951
New Alliance LLC,3853,3849
"Sisu Investments, LLC",1,1
"Sisu Investments, LLC",3256,3227
"Open Fiber USA, Inc.",169763,11901
"Open Infra, Inc.",95672,95672
"Pendleton Overground, LLC",290,0
Petit Jean Electric Cooperative Corp.,19427,19427
"PGB Fiber, LLC",4609,4609
"Rapid Wireless, LLC",1343,1343
"RiverNet, LLC",0,2
"RiverNet, LLC",1490,1467
"RiverNet, LLC",0,3
SDC Internet,226,13
Singing River Electric Cooperative,52749,52749
Sky Satellite LLC,409,0
"Southwest Arkansas Electric Cooperative, Inc.",24248,24248
"Stimulus Technologies of New Mexico, LLC",13396,13396
Ultranet LLC,346,0
"Upward Broadband, LLC",70789,70789
"Upward Broadband, LLC",40711,40711
"WiFi Services Caribbean, Inc.",667,667
"WiFi Services Caribbean, Inc.",326455,326455
Southeastern Indiana Rural Electric Membership Corporation,21402,21402
Cherokee Cablevision Inc.,1226,205
Cherokee Cablevision Inc.,1246,408
Cherokee Cablevision Inc.,1,1
"Advanced Technology Group, LLC",0,24
Nevada County Fiber Inc.,373,373
FamilyNet Inc.,217804,217804
Conquest Wireless LLC,11178,11066
First Electric Cooperative Corporation,80717,15724
Wave Internet Technologies LLC,61,61
Wave Internet Technologies LLC,326447,326447
Wyyerd Group LLC,0,3
Wyyerd Group LLC,162588,776
"Stroud Media, LLC",4443,4443
"123.Net, Inc.",25638,57294
"123.Net, Inc.",0,1995
"123.Net, Inc.",0,40702
AirLink Internet Services,1741,1741
AirLink Internet Services,14539,14539
"Anthem Broadband of Nevada, LLC",14216,14216
"Aspire Networks 1, LLC",34310,34310
"Avative, LLC",4682,4682
"Avative, LLC",3463,257
Backcountry Broadband,173,173
"Black Dragon Networks, LLC",1695,605
"Blast Communications, Inc.",25640,25722
BLB Communications,3199,3199
BLS Broadband LLC,2214,2214
BLS Broadband LLC,714,714
Blue Wireless Corp.,44714,44714
"Broadband MDU Holdings, LLC",29539,8314
"Bros Broadband, LLC",17403,3836
Center Cable TV,311,311
Chicopee Municipal Lighting Plant,20363,22396
"City of Ponca, Oklahoma",13601,13601
"City of Sherwood, Oregon",4255,4377
Coosa Valley Electric Cooperative,22056,22056
"DCN, LLC",0,2579
Digital Network Access Communications Inc.,32703,32703
Digital Network Access Communications Inc.,2740,2740
"Eastern Telephone & Technologies, Inc.",76,76
"Eastern Telephone & Technologies, Inc.",5222,5222
Elevate Technology Group,32,32
Elevate Technology Group,167841,167841
"ezWave, Inc.",155105,22513
"Ezee Fiber Texas, LLC",303848,43475
Fitchburg Fiber LLC,1782,1782
Fort Code Inc.,50,50
Fort Code Inc.,6401,6063
"Grid Southwest, LLC",422,422
HarvestBeam Inc.,6527,6527
Heartland Fiber,4875,4875
"Heritage NetWorks, LLC",0,1
"Heritage NetWorks, LLC",0,1
Hope Water & Light Commission,6985,6985
Jicarilla Apache Nation Power Authority,1481,1481
"Kaniksu, LLC",866,866
"Kaniksu, LLC",5135,4705
"Kaniksu, LLC",96,39
"K-Powernet, LLC",0,1519
LaGrange County Rural Membership Corporation,10755,10755
Little Wapsie Communications,662,662
"Mann Holdings, LLC",17762,0
Mendocino Unified School District,5104,5104
"National Telecom, LLC",0,584981
New England Wireless Co. LLC,5557,5480
New England Wireless Co. LLC,2906,2903
Nimbus Solutions,1296,1269
Nimbus Solutions,10042,10036
Nimbus Solutions,2066,2049
Nisqually Indian Tribe,226,41
Norwood Light Department Broadband Division,10803,887
Norwood Light Department Broadband Division,732,16
Onlinet LLC,9275,9275
"Osage, LLC",3315,3315
"Osage, LLC",2352,2352
"Osage, LLC",273,273
"Osage, LLC",12421,12421
Pearl River Valley Electric Power Association,36938,36938
Platinum Connect LLC,4689,4689
Prado Network,136521,136521
"Precision Data Solutions, LLC",1363,1363
"Precision Data Solutions, LLC",6555,3477
"Precision Data Solutions, LLC",3533,998
Prentiss County Electric Power Association,13668,13668
Quintillion Subsea Holdings,0,7
Real Link Network LLC,61642,61642
Ridge Wireless Inc.,472970,472878
Sebago Fiber & Wifi LLC,2141,2141
Kempler Internet,9622,9523
South Hadley Electric Light Department,10005,10005
Speedwavz LLC,2631,0
Speedwavz LLC,13565,0
"SureFire Internet, LLC",385,385
Pierce Pepin Cooperative Services,10032,2492
Tachus LLC,172467,186935
TEPA Connect LLC,10509,3095
Thumb Electric Cooperative,17220,17220
"Town of Estes Park, Colorado",8818,8818
"Triple Crown Internet, Inc.",502,502
"Triple Crown Internet, Inc.",4053,4053
Uber Wireless LLP,11184,11171
Uber Wireless LLP,8042,8042
"Underline El Paso, LLC",66293,66293
UNONET Corp.,127602,127602
UnWired Broadband Holding LLC,7376,7376
UnWired Broadband Holding LLC,1339500,1339500
UnWired Broadband Holding LLC,728391,728391
Uprise LLC,5077,0
"VFN Holdings, Inc.",48681,48681
"VFN Holdings, Inc.",2124,2124
"VFN Holdings, Inc.",1297,1297
"WAVE.BAND, LLC",0,6111
Webiffi,105100,105100
"WeLink Communications, Inc.",253804,8545
Whitewater Wideband LLC,9517,9517
Whitewater Wideband LLC,13046,13046
WiFicow Wyoming Corporation,9,9
"360 Communications, Inc. (OK, AR & TX)",2450,2450
"360 Communications, Inc. (OK, AR & TX)",55607,55607
"360 Communications, Inc. (OK, AR & TX)",61130,61130
"360 Communications, Inc. (OK, AR & TX)",64708,64708
Carthage Water and Electric Plant,7400,1534
Carthage Water and Electric Plant,337,349
"City of Taunton, Massachusetts",1626,1626
"Kiza, Inc.",244,79
"Kiza, Inc.",8,3
"Kiza, Inc.",3582,3555
North WiFi PR,5,5
Smart Networks LLC,0,169
BAM Broadband OpCo LLC,48025,48025
BAM Broadband OpCo LLC,162447,162447
Bitwise Inc.,8243,8243
ClearPath Fiber LLC,836,836
"DCM Cable, Inc.",1671,0
"DCM Cable, Inc.",734,0
"DCM Cable, Inc.",361,0
"Diverse Power, Inc.",5536,720
JWEMC Communications LLC,40910,13421
"Maverix Broadband, Inc.",6875,6875
"NfinityLink Communications, Inc.",92,92
